candidate_id,epoch_label,requested_filter,productFilename,dataURI,status
483376,early,F115W,jw01727092001_02101_00003_nrca1_cal.fits,mast:JWST/product/jw01727092001_02101_00003_nrca1_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00002_nrca3_cal.fits,mast:JWST/product/jw01727092001_02101_00002_nrca3_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00002_nrca4_cal.fits,mast:JWST/product/jw01727092001_02101_00002_nrca4_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00003_nrcb1_cal.fits,mast:JWST/product/jw01727092001_02101_00003_nrcb1_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00004_nrca3_cal.fits,mast:JWST/product/jw01727092001_02101_00004_nrca3_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00004_nrcb2_cal.fits,mast:JWST/product/jw01727092001_02101_00004_nrcb2_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00001_nrca3_cal.fits,mast:JWST/product/jw01727092001_02101_00001_nrca3_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00001_nrca1_cal.fits,mast:JWST/product/jw01727092001_02101_00001_nrca1_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00001_nrcb2_cal.fits,mast:JWST/product/jw01727092001_02101_00001_nrcb2_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00003_nrcb3_cal.fits,mast:JWST/product/jw01727092001_02101_00003_nrcb3_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00004_nrca1_cal.fits,mast:JWST/product/jw01727092001_02101_00004_nrca1_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00004_nrca2_cal.fits,mast:JWST/product/jw01727092001_02101_00004_nrca2_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00003_nrca4_cal.fits,mast:JWST/product/jw01727092001_02101_00003_nrca4_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00004_nrca4_cal.fits,mast:JWST/product/jw01727092001_02101_00004_nrca4_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00002_nrca1_cal.fits,mast:JWST/product/jw01727092001_02101_00002_nrca1_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00002_nrcb2_cal.fits,mast:JWST/product/jw01727092001_02101_00002_nrcb2_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
483376,early,F115W,jw01727092001_02101_00003_nrca2_cal.fits,mast:JWST/product/jw01727092001_02101_00003_nrca2_cal.fits,"ERROR:ImportError:HTTPFileSystem requires ""requests"" and ""aiohttp"" to be installed"
